모집 시작일,프로젝트 명,모집 마감일,직군,레벨,경력,예상 금액,월 금액,예상 기간,구인 유형,구인 배경,프로젝트 산업 분야,근무 지역,근무 시간
2026.3.5,OutSystems 기반 로우코드 SW 개발,2026.3.11,풀스택 개발자,미드 레벨,5~7년 차,60000000.00000000000000000001,5000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 중구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.3.5,보험 운영/개발(Java/JavaScript),2026.3.19,프론트엔드 개발자,미드 레벨,4~7년 차,45000000.00000000000000000001,5000000,270,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,금융•은행업,서울특별시 종로구 종로 부근,오전 9시 ~ 오후 6시
2026.3.5,공공 교육서비스 AI 개발,2026.3.19,AI/ML/Data 엔지니어,미드 레벨,4~7년 차,58500000.00000000000000000001,6500000,270,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 서초구 양재역,오전 9시 ~ 오후 6시
2026.3.5,Python 기반 B2B 서비스 운영 어드민 페이지 개발,2026.3.19,백엔드 개발자,미드 레벨,4~7년 차,5000000.000000000000000000001,5000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,서울특별시 강남구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.3.5,AI 기반 CRM 상담 웹 서비스 기획자 모집,2026.3.12,서비스 기획자,미드 레벨,3~4년 차,7399999.999999999999999999998,3700000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,서울특별시 영등포구 여의도 오투타워,오전 10시 ~ 오후 7시
2026.3.4,Python/React 기반 특허 행정 자동화 SaaS 고도화,2026.3.18,풀스택 개발자,미드 레벨,3~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 광진구 광나루로 478 ,오전 9시 ~ 오후 6시
2026.3.4,Java/K8S 기반 대용량 이미지 처리 시스템 운영 백엔드 개발,2026.4.1,백엔드 개발자,미드 레벨,8~10년 차,30000000,7500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.3.4,React 기반 서비스 운영 및 유지보수 SM 개발,2026.4.1,프론트엔드 개발자,미드 레벨,4~10년 차,24800000.00000000000000000000,6200000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 두산타워,오전 8시 30분 ~ 오후 5시 30분
2026.3.4,React 기반 웹 퍼블리싱 및 UI 구현,2026.3.18,퍼블리셔,미드 레벨,4~7년 차,22000000.00000000000000000000,5500000,120,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,서울특별시 서초구 남부순환로 2547(서초동 1354-3),오전 9시 ~ 오후 6시
2026.3.4,B2B SaaS 특허행정 자동화 PO / 서비스 기획,2026.3.18,서비스 기획자,미드 레벨,3~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 광진구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.3.4,KYC 엔진 및 관리 시스템 구축,2026.3.18,풀스택 개발자,"시니어,미드 레벨","8~10년 차,4~7년 차",32999999.99999999999999999999,5500000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 중구 장충단로 166,오전 9시 ~ 오후 6시
2026.3.3,은행권 자동화기기(키오스크 등) 화면 C#/WPF 개발,2026.3.17,프론트엔드 개발자,시니어,6~20년 차,45000000,7500000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,금융•은행업,서울특별시 중구 을지로,오전 9시 ~ 오후 6시
2026.3.4,Java/Spring 기반 온라인 물류 SCM 백엔드 개발,2026.3.18,백엔드 개발자,"미드 레벨,테크 리드","4~7년 차,11년 차 이상",56000000.00000000000000000001,8000000,210,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 중구 을지로,오전 9시 ~ 오후 6시
2026.3.3,VC++/MFC 기반 양산 테스트 설비 제어 프로그램 개발,2026.3.17,풀스택 개발자,시니어,10~20년 차,126000000,10500000,360,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,경기도 화성시 삼성1로 332-7,오전 9시 ~ 오후 6시
2026.3.3,LLM Ops 엔지니어(중국 출장),2026.3.17,DevOps 엔지니어,테크 리드,10년 차 이상,9999999.999999999999999999999,10000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 판교 및 중국 출장,오전 9시 ~ 오후 6시
2026.3.3,삼성전자MCM GoLang 백엔드 개발자,2026.3.5,백엔드 개발자,시니어,6~12년 차,88000000.00000000000000000001,8000000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,"서울특별시 서초구 반포대로 13 (서초동, 아이티센빌딩)",오전 9시 ~ 오후 6시
2026.3.3,vue2/Spring Boot/Oracle/MyBatis WMS 풀스택 개발,2026.3.17,풀스택 개발자,시니어,5~10년 차,26000000.00000000000000000000,6500000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 양천로 570,오전 9시 ~ 오후 6시
2026.3.3, Python 기반 LLM/VLM Agent AI 시스템 개발 (2일 재택근무),2026.3.17,AI/ML/Data 엔지니어,"미드 레벨,시니어","4~7년 차,8~10년 차",56000000.00000000000000000001,8000000,210,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,서울특별시 서초구 서초대로,주 40시간 탄력근무(자율 출퇴근)
2026.3.3,Nest.js/AWS 기반 AI튜터 앱 백엔드 개발 (주 20시간 재택),2026.3.17,백엔드 개발자,시니어,8~10년 차,36000000,3000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,,IT•정보통신업,,주 20시간 탄력근무(자율 출퇴근)
2026.3.3,공압 액츄에이터 개발 프로젝트의 사업 계획서 작성,2026.3.20,풀스택 개발자,시니어,8~10년 차,6000000,6000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 용산구 청파로77,오전 10시 ~ 오후 7시
2026.3.3,Vibe Coding  개발 환경으로 전환(Claude Code),2026.3.13,PL (프로젝트 리더),테크 리드,경력 무관,16000000.00000000000000000000,8000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,대구광역시 수성구 알파시티,오전 9시 ~ 오후 6시
2026.3.9, 홈페이지 제작 웹 퍼블리싱 및 디자인 (4일 재택근무),2026.3.23,퍼블리셔,미드 레벨,4~7년 차,3999999.999999999999999999999,4000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 광진구 능동로 120 중장비실험동 3층 303호 ,오전 9시 ~ 오후 6시
2026.2.27,풀스택 Laravel 개발 PL,2026.3.13,PL (프로젝트 리더),시니어,8~10년 차,6000000,6000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,서비스업,서울특별시 양천구 오목교역 인그,오전 9시 ~ 오후 6시
2026.2.27,React/TypeScript 기반 웹·모바일 통합 프론트엔드 개발 (재택근무),2026.3.13,풀스택 개발자,미드 레벨,3~10년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,주 40시간 탄력근무(자율 출퇴근)
2026.2.27,대기업 SCM  구축 프로젝트 분석/설계,2026.3.6,백엔드 개발자,테크 리드,11년 차 이상,144000000.0000000000000000000,8000000,540,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 용산구 지하철역 도보 5분 이내,오전 9시 ~ 오후 6시
2026.2.27, Anyframe/Nexacro 기반 자산운용사 SM 개발,2026.3.11,풀스택 개발자,미드 레벨,4~5년 차,54000000,4500000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 서초구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.27,품질관리 대시보드 BI-Matrix 개발,2026.3.13,풀스택 개발자,시니어,8~10년 차,21000000.00000000000000000000,7000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,인천광역시 부평구 갈산역 부근,오전 9시 ~ 오후 6시
2026.2.27,전자정부프레임워크 기반  UNIX to LINUX 이전 개발,2026.3.13,백엔드 개발자,미드 레벨,2~5년 차,16000000.00000000000000000000,4000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 동작구 노량진수산시장 인근,오전 9시 ~ 오후 6시
2026.3.4,업무 시스템 화면 기획,2026.3.18,UI/UX 기획자,미드 레벨,4~7년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 서초구 교대역 부근,주 40시간 탄력근무(자율 출퇴근)
2026.2.27,커머스 B/O 내 WMS/TMS/OMS 파트 고도화(F/E),2026.3.13,프론트엔드 개발자,미드 레벨,5~7년 차,30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,경기도 성남시 분당구 운중동,오전 9시 ~ 오후 6시
2026.2.27,커머스 B/O 내 WMS/TMS/OMS 파트 고도화(B/E),2026.3.13,백엔드 개발자,미드 레벨,5~7년 차,30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,"경기도 성남시 분당구 운중로 121, KPGA빌딩",오전 9시 ~ 오후 6시
2026.2.26,증권사 VDI·가상화 핵심 운영,2026.3.16,인프라 엔지니어,미드 레벨,5~7년 차,72000000,6000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도 근무,오전 9시 ~ 오후 6시
2026.2.26,AI 인프라 풀스택 개발 (재택근무),2026.2.27,풀스택 개발자,미드 레벨,3~10년 차,18000000,6000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,주 40시간 탄력근무(자율 출퇴근)
2026.2.26,ABAP 기반 SAP 인터페이스 연동 개발,2026.3.12,백엔드 개발자,시니어,8~10년 차,27000000,9000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,서울특별시 강동구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.26,Websquare 기반 캐피탈 시스템 개발,2026.3.12,모바일 앱 개발자,시니어,4~10년 차,2190000000,6000000,10950,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 영등포구 여의도,오전 9시 ~ 오후 6시
2026.2.26,SK계열사 K8s 기반 ETL 개발,2026.3.12,데이터 엔지니어,시니어,9~18년 차,81000000,9000000,270,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,경기도 성남시 분당구 정자일로 155,오전 9시 ~ 오후 6시
2026.2.26,Spring Boot 기반 이커머스 통합관리 플랫폼 백엔드 개발,2026.3.19,백엔드 개발자,미드 레벨,4~5년 차,7999999.999999999999999999998,4000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 금천구 가산디지털1로 30,오전 9시 ~ 오후 6시
2026.2.26,Node.js/Express 기반 세금 자동신고 플랫폼 백엔드 개발,2026.3.12,백엔드 개발자,미드 레벨,4~5년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,,서비스업,경기도 가평군 가평읍 석봉로 175,오전 9시 ~ 오후 6시
2026.2.26,K8s 기반 Spark/Python/Airflow 빅데이터 ETL 개발,2026.3.26,백엔드 개발자,시니어,7~20년 차,30400000.00000000000000000000,7600000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구,오전 8시 30분 ~ 오후 5시 30분
2026.2.26,Azure 기반 중동 호텔 스마트체크인 시스템 인프라 설계 및 운영,2026.3.19,인프라 엔지니어,시니어,8~10년 차,36000000,6000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,서울특별시 금천구 가산디지털2로 43-14 가산한화비즈메트로 2차 1404호,오전 10시 ~ 오후 7시
2026.2.26,Java/Spring 기반 중동 호텔 스마트체크인 시스템 QA 엔지니어,2026.3.19,QA 엔지니어,시니어,8~10년 차,32999999.99999999999999999999,5500000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,,서울특별시 금천구 가산디지털2로 43-14 가산한화비즈메트로 2차 1404호,오전 10시 ~ 오후 7시
2026.2.26,Java/Spring Boot 기반 교육 콘텐츠 문제은행 웹 플랫폼 백엔드 개발,2026.3.12,백엔드 개발자,미드 레벨,4~7년 차,39000000.00000000000000000001,6500000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,서울특별시 서초구 남부순환로 2547(서초동 1354-3),오전 9시 ~ 오후 6시
2026.3.3,Custom AOSP 기반 단말 런처/시스템앱 QA 엔지니어,2026.3.17,QA 엔지니어,시니어,8~10년 차,6000000,6000000,30,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 서초구 강남대로311,오전 9시 ~ 오후 6시
2026.2.25,산업 설비 예지보전 PoC 머신러닝 엔지니어,2026.3.25,머신러닝 엔지니어,시니어,5~7년 차,48000000.00000000000000000001,8000000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,서울특별시 서초구 효령로 380 2층 모넷코리아 (세안빌딩),오전 9시 ~ 오후 6시
2026.2.25,게임 마케팅 플랫폼 콘솔 웹 UX 기획 및 개선,2026.3.11,UI/UX 기획자,시니어,8~10년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,오전 9시 ~ 오후 6시
2026.2.25,스마트면세점 구축 기획,2026.3.3,서비스 기획자,미드 레벨,6~9년 차,0,0,75,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,서울특별시 중구 2호선 을지로입구역 근처,오전 9시 ~ 오후 6시
2026.2.25,대용량 데이터베이스 운영 DBA (AWS·Valky·Redis),2026.3.11,DBA,시니어,10년 차 이상,108000000,9000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 마곡,오전 9시 ~ 오후 6시
2026.2.25,게임 사이트 메인 UI/UX 디자인 및 상세페이지 디자인,2026.3.11,그래픽 디자이너,미드 레벨,4~7년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 신사동 패스트파이브,오전 9시 ~ 오후 6시
2026.2.24,Python / FastAPI 기반 B2B 포털 백엔드 개발,2026.3.10,백엔드 개발자,시니어,10~15년 차,24000000.00000000000000000000,8000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,서울특별시 영등포구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.24,React Native 기반 인사관리 앱 유지보수 및 신규 기능 개발,2026.3.10,Android 개발자,미드 레벨,4~7년 차,15000000.00000000000000000000,5000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,제조•생산•화학업,서울특별시 중구 퇴계로 41길 6,오전 9시 ~ 오후 6시
2026.2.25,AWS 기반 플랫폼 인프라 아키텍처 및 ISMS 인증 대응,2026.3.11,인프라 엔지니어,시니어,8~10년 차,30000000,6000000,150,사내 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 역삼로17길51,오전 9시 ~ 오후 6시
2026.2.25,.NET 에서 Java로 마이그레이션 및 AI RAG 데이터 플랫폼 개발,2026.3.6,백엔드 개발자,"미드 레벨,시니어","4~7년 차,8~10년 차",42000000,6000000,210,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,서비스업,서울특별시 강남구,오전 9시 ~ 오후 6시
2026.2.24,React/Java 프런트엔드 개발(Lead),2026.3.10,프론트엔드 개발자,미드 레벨,6~9년 차,32999999.99999999999999999999,5500000,180,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,의료•제약업,서울특별시 종로구 대학로 57,오전 9시 ~ 오후 6시
2026.2.24,공공기관 Oracle DB 운영(경남 진주),2026.3.13,DBA,주니어,3~5년 차,60000000.00000000000000000001,5000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,기관•협회,경상남도 진주시 동진로 420,오전 9시 ~ 오후 6시
2026.2.25,nRF52 기반 지능형 노지 스마트팜 통합 관제 펌웨어 개발,2026.3.11,풀스택 개발자,미드 레벨,5~7년 차,10000000.00000000000000000000,5000000,60,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 용산구 청파로 77 (원효전자상가) 206호,오전 9시 ~ 오후 6시
2026.2.23,Python 기반 백화점 내 앱 AI 챗봇 서비스 개발,2026.3.9,백엔드 개발자,미드 레벨,5~13년 차,59850000,6300000,285,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,판매•유통업,서울특별시 중구 을지로입구역(2호선) 인근,오전 9시 ~ 오후 6시
2026.2.24,Vue3/Nuxt 기반 스포츠클럽 정보시스템 프론트엔드 개발,2026.3.6,프론트엔드 개발자,주니어,1~3년 차,7000000.000000000000000000002,3500000,60,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,서울특별시 송파구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.24,50만 유튜버 영어 단어 암기 앱 서비스 풀스택 개발,2026.3.17,풀스택 개발자,미드 레벨,4~7년 차,60000000.00000000000000000001,5000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,IT•정보통신업,대전광역시 유성구 대학로 31 한진오피스텔 1003호,오전 9시 ~ 오후 6시
2026.2.23,Unity 기반 빌딩 디지털 트윈 관제 시스템 개발 ,2026.3.13,풀스택 개발자,시니어,11년 차 이상,28000000.00000000000000000000,7000000,120,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강서구 396 팬코타워 5층,오전 9시 ~ 오후 6시
2026.2.23,React 기반 웹 퍼블리싱,2026.2.26,퍼블리셔,미드 레벨,5~20년 차,33000000,6000000,165,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 판교 SK캠퍼스,오전 8시 30분 ~ 오후 5시 30분
2026.2.23,Python Backend 개발,2026.3.23,백엔드 개발자,시니어,7~20년 차,36000000,7200000,150,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구,오전 8시 30분 ~ 오후 5시 30분
2026.2.23,릴스 제작 플랫폼 (B2B SaaS) UX 개선 ,2026.2.27,UI/UX 디자이너,미드 레벨,5~7년 차,12000000.00000000000000000000,4000000,90,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 용산구 보광로60길 3,오전 9시 ~ 오후 6시
2026.2.20,웹 플랫폼 고도화 교육 콘텐츠 서비스 기획,2026.3.13,서비스 기획자,미드 레벨,4~7년 차,22000000.00000000000000000000,5500000,120,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,서울특별시 서초구 남부순환로 2547(서초동 1354-3),오전 9시 ~ 오후 6시
2026.2.20,[AI 툴 활용]기존 B2B 폐쇄몰 모바일 버전 UI/UX 디자인 및 퍼블리싱 코드/가이드 구축,2026.3.6,UI/UX 디자이너,미드 레벨,4~7년 차,4500000,4500000,30,사내 프로젝트에 필요한 인력을 구인합니다.,,판매•유통업,"서울특별시 강남구 건설회관 10층, 오피스디포코리아 본사",오전 9시 ~ 오후 6시
2026.2.20,Java/Spring 기반 사내 시스템 백엔드 개발,2026.2.27,백엔드 개발자,미드 레벨,4~7년 차,30000000.00000000000000000001,5000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 영등포구 에이스하이테크시티,오전 9시 ~ 오후 6시
2026.2.20,OutSystems 기반 로우코드 SW 개발,2026.3.5,풀스택 개발자,미드 레벨,5~7년 차,60000000.00000000000000000001,5000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 중구 미팅 시 공유,오전 9시 ~ 오후 6시
2026.2.19,Java/C++ 기반 국내 증권사 대외계 이상거래 모니터링 시스템 구축,2026.3.5,백엔드 개발자,시니어,4~7년 차,28000000.00000000000000000000,7000000,120,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 용산구 효창공원 역 근교,주 52시간 탄력근무(자율 출퇴근)
2026.2.19,사족보행로봇 커스터마이징 프로젝트 테크니컬 PM,2026.3.12,PM (프로젝트 매니저),시니어,8~15년 차,48000000.00000000000000000001,8000000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,경기도 광명시 광명/서울/포항/부산 소재 office 중 선택 가능( 경기/서울권 선호 ),주 40시간 탄력근무(자율 출퇴근)
2026.2.19,농협 신탁 프로젝트 유지보수(SM),2026.3.5,백엔드 개발자,시니어,8~10년 차,90000000,7500000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,결원이 발생하여 작업자를 구인하고 있습니다.,금융•은행업,경기도 의왕시 성고개로59,오전 9시 ~ 오후 6시
2026.2.19,웹 퍼블리싱 및 React 일부 개발,2026.3.4,프론트엔드 개발자,미드 레벨,5~10년 차,18000000,6000000,90,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,경기도 성남시 분당구 판교SK캠퍼스,오전 8시 30분 ~ 오후 5시 30분
2026.2.19,수납시스템(ETAX) Batch/Demon/API 개발,2026.2.25,백엔드 개발자,테크 리드,11년 차 이상,88000000.00000000000000000001,8000000,330,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,금융•은행업,서울특별시 중구 시청역 부근,오전 9시 ~ 오후 6시
2026.2.19,VMware 기반 클라우드 서비스 및 자동화 운영,2026.2.25,클라우드 엔지니어,테크 리드,8~15년 차,108000000,9000000,360,발주처에게서 수주한 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,제조•생산•화학업,경기도 용인시 기흥구,오전 9시 ~ 오후 6시
2026.2.19,Flutter 기반 AI튜터 앱 개발 (주 20시간 재택근무),2026.3.5,프론트엔드 개발자,시니어,8~10년 차,36000000,3000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,,주 20시간 탄력근무(자율 출퇴근)
2026.2.19,Nest.js/AWS 기반 AI튜터 앱 백엔드 개발 (주 20시간 재택),2026.2.20,백엔드 개발자,시니어,8~10년 차,36000000,3000000,360,사내 프로젝트에 필요한 인력을 구인합니다.,,IT•정보통신업,,주 20시간 탄력근무(자율 출퇴근)
2026.2.19,GCP 기반 클라우드 인프라 구축 및 운영 엔지니어,2026.3.5,클라우드 엔지니어,미드 레벨,3~5년 차,27000000,4500000,180,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,IT•정보통신업,서울특별시 강남구 역삼역 5번 출구 인근,오전 9시 ~ 오후 6시
2026.2.13,모니터링 시스템 Java/Spring Boot 백엔드 개발,2026.2.27,백엔드 개발자,"주니어,미드 레벨,시니어","1~5년 차,6~9년 차,10~12년 차",76999999.99999999999999999999,7000000,330,사내 프로젝트에 필요한 인력을 구인합니다.,기존 팀에 작업자를 추가 증원하려 합니다.,제조•생산•화학업,서울특별시 송파구,오전 8시 ~ 오후 5시
2026.2.13,Nexacro/Java기반 학사/입시/행정시스템 유지보수 개발,2026.3.6,풀스택 개발자,미드 레벨,3~5년 차,55000000.00000000000000000001,5000000,330,사내 프로젝트에 필요한 인력을 구인합니다.,신규 프로젝트에 필요한 작업자를 구인하고 있습니다.,교육업,경상북도 문경시 미팅 시 공유,오전 9시 ~ 오후 6시
